name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,pacify_dosha,aggravate_dosha,tridosha,category,therapeutic_uses,contraindications,source_url,pacify_vata,pacify_pitta,pacify_kapha,aggravate_vata,aggravate_pitta,aggravate_kapha
Varanadi Ghritam,,,"A medicated ghee that is scraping in nature, used for obesity, high cholesterol, and internal abscesses.","Tikta, Kashaya","Laghu, Ruksha",Ushna,Katu,"Lekhana, Medohara",Kapha,"Pitta, Vata",False,Metabolic,"A medicated ghee that is scraping in nature, used for obesity, high cholesterol, and internal abscesses.; Metabolic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/varanadi-ghritam.html,0,0,1,1,1,0
Navakarshika Churna,,,A classical powder for purifying blood and treating skin diseases and gout.,"Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Raktashodhak, Kushtaghna","Pitta, Vata",Kapha,False,"Blood Purification, Dermatological",A classical powder for purifying blood and treating skin diseases and gout.; Blood Purification; Dermatological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/navakarshika-churna.html,1,1,0,0,0,1
Badama Taila,,,"Almond Oil is a highly nourishing Vata-pacifying oil, used as a brain tonic and for skin and hair health.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Medhya, Balya, Keshya",Vata,"Pitta, Kapha",False,"Neurological, Strengthening","Almond Oil is a highly nourishing Vata-pacifying oil, used as a brain tonic and for skin and hair health.; Neurological; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/badama-taila.html,1,0,0,0,1,1
Navaneeta,,,"Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.",Madhura,Snigdha,Sheeta,Madhura,"Balya, Chakshushya","Pitta, Vata",Kapha,False,"Ophthalmological, Strengthening","Fresh Butter is cooling and nourishing, excellent for pacifying Pitta and Vata, and for digestive ulcers.; Ophthalmological; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/navaneeta.html,1,1,0,0,0,1
Matsyakshi,,,Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.,"Tikta, Madhura",Laghu,Sheeta,Madhura,"Mutrala, Kushtaghna",Pitta,"Vata, Kapha",False,"Dermatological, Urinary",Alternanthera sessilis is a cooling herb used as a diuretic and for skin diseases.; Dermatological; Urinary,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/matsyakshi.html,0,1,0,1,0,1
Mayurashikha,,,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.,"Kashaya, Tikta","Laghu, Ruksha",Sheeta,Katu,"Grahi, Raktastambhana","Pitta, Kapha",Vata,False,Digestive,Actiniopteris radiata is used in Ayurveda for its styptic (bleeding-stopping) and anti-diarrheal properties.; Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/mayurashikha.html,0,1,1,1,0,0
Nagadanti,,,Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,Tikta,"Laghu, Ruksha",Sheeta,Katu,"Vranaropana, Shothahara","Pitta, Kapha",Vata,False,Anti-inflammatory,Anti-inflammatory; Heliotropium indicum is an anti-inflammatory and wound-healing herb used for skin ulcers and insect bites.,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/nagadanti.html,0,1,1,1,0,0
Nikochaka,,,"Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Balya, Vrishya",Vata,"Pitta, Kapha",False,"Reproductive, Strengthening","Pistachio nuts are nourishing and strength-promoting, helping to pacify vata dosha.; Reproductive; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/nikochaka.html,1,0,0,0,1,1
Rajamasha,,,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.","Madhura, Kashaya","Guru, Ruksha",Sheeta,Katu,Vatahara,,"Vata, Pitta, Kapha",False,General Wellness,"Kidney bean is heavy and difficult to digest, increasing Vata. It is generally not recommended in large quantities.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/rajamasha.html,0,0,0,1,1,1
Sarpaksi,,,Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,Tikta,"Laghu, Ruksha",Sheeta,Katu,"Vishaghna, Jwaraghna","Pitta, Kapha",Vata,False,"Anti-pyretic, Anti-toxic",Anti-pyretic; Anti-toxic; Ophiorrhiza mungos is a traditional antidote for snake venom and is used to treat toxicity.,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/sarpaksi.html,0,1,1,1,0,0
Satina,,,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.,"Madhura, Kashaya","Laghu, Ruksha",Sheeta,Madhura,Balya,"Pitta, Kapha",Vata,False,Strengthening,Pea is a common vegetable that is cooling but can increase Vata due to its dry and light qualities.; Strengthening,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/satina.html,0,1,1,1,0,0
Svetamarica,,,"White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.",Katu,"Laghu, Tikshna",Ushna,Katu,"Deepana, Lekhana","Kapha, Vata",Pitta,False,"Digestive, Metabolic","Digestive; Metabolic; White Pepper is more heating and potent than black pepper, used to clear deep-seated Kapha from the system.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/svetamarica.html,1,0,1,0,1,0
Upodika,,,"Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Balya, Brimhaniya","Vata, Pitta",Kapha,False,"Nutritive, Strengthening","Basella alba (Malabar Spinach) is a nourishing, demulcent green that soothes the digestive tract.; Nutritive; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/upodika.html,1,1,0,0,0,1
Mastu,,,"Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.","Kashaya, Amla",Laghu,Ushna,Madhura,"Deepana, Lekhana","Vata, Kapha",Pitta,False,"Digestive, Metabolic","Digestive; Metabolic; Whey is the liquid remaining after curdling milk. It is light, easy to digest, and clears the channels.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/mastu.html,1,0,1,0,1,0
Pippali Khanda,,,"A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.","Madhura, Katu","Guru, Snigdha",Ushna,Madhura,"Kasahara, Deepana","Vata, Kapha",Pitta,False,"Digestive, Respiratory","A sweet preparation of Pippali, used for chronic cough, cold, and digestive weakness.; Digestive; Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/pippali-khanda.html,1,0,1,0,1,0
Sita,,,"Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Balya, Vrishya","Vata, Pitta",Kapha,False,"Reproductive, Strengthening","Reproductive; Rock sugar or sugar candy (Mishri) is cooling and pacifies Pitta, unlike processed white sugar.; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/sita.html,1,1,0,0,0,1
Kanchanara Guggulu,,,"A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.","Kashaya, Tikta","Laghu, Ruksha",Ushna,Katu,"Lekhana, Shothahara, Galaganda",Kapha,"Pitta, Vata",False,"Anti-inflammatory, Metabolic","A classical formulation with Kanchanar and Guggulu, specifically used for thyroid imbalances and glandular swellings.; Anti-inflammatory; Metabolic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/kanchanara-guggulu.html,0,0,1,1,1,0
Mahasudarshan Churna,,,"A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.",Tikta,"Laghu, Ruksha",Sheeta,Katu,"Jwaraghna, Yakrituttejaka, Amapachana","Pitta, Kapha",Vata,False,"Anti-pyretic, Hepatoprotective","A highly bitter powder of many herbs, it is one of the foremost remedies for all types of fevers and for detoxifying the liver.; Anti-pyretic; Hepatoprotective","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/mahasudarshan-churna.html,0,1,1,1,0,0
Sitopalasav,,,"A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.",Madhura,Snigdha,Sheeta,Madhura,"Kasahara, Balya","Pitta, Kapha",Vata,False,"Respiratory, Strengthening","A fermented liquid form of Sitopaladi, used for chronic respiratory ailments and to build strength.; Respiratory; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/sitopalasav.html,0,1,1,1,0,0
Shadbindu Taila,,,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.","Katu, Tikta","Snigdha, Tikshna",Ushna,Katu,"Vatahara, Keshya","Vata, Kapha",Pitta,False,General Wellness,"A classical oil for Nasya (nasal administration) used to treat sinusitis, headache, and hair fall.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shadbindu-taila.html,1,0,1,0,1,0
Jatyadi Taila,,,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.","Tikta, Kashaya",Snigdha,Sheeta,Katu,"Vranaropana, Raktashodhak","Pitta, Kapha",Vata,False,Blood Purification,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.; Blood Purification","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/jatyadi-taila.html,0,1,1,1,0,0
Nimbadi Churna,,,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",Tikta,"Laghu, Ruksha",Sheeta,Katu,"Kushtaghna, Raktashodhak","Pitta, Kapha",Vata,False,"Blood Purification, Dermatological","A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.; Blood Purification; Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/nimbadi-churna.html,0,1,1,1,0,0
Saptala,,,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.","Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Keshya, Kushtaghna","Kapha, Pitta",Vata,False,Dermatological,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.; Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/saptala.html,0,1,1,1,0,0
Suranjana,,,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.","Tikta, Katu","Laghu, Tikshna",Ushna,Katu,"Vatahara, Shoolaghna","Vata, Kapha",Pitta,False,Analgesic,"Analgesic; Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/suranjana.html,1,0,1,0,1,0
Panchavalkala Kwath,,,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",Kashaya,Ruksha,Sheeta,Katu,"Vranaropana, Grahi","Pitta, Kapha",Vata,False,Digestive,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.; Digestive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/panchavalkala-kwath.html,0,1,1,1,0,0
Rasnadi Kwath,,,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",Tikta,Guru,Ushna,Katu,"Vatahara, Shoolaghna",Vata,Pitta,False,Analgesic,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.; Analgesic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/rasnadi-kwath.html,1,0,0,0,1,0
Rasnairandadi Kwath,,,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.","Tikta, Madhura",Guru,Ushna,Madhura,"Vatahara, Shoolaghna, Amapachana",Vata,Pitta,False,Analgesic,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.; Analgesic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/rasnairandadi-kwath.html,1,0,0,0,1,0
Shankha Vati,,,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.","Lavana, Amla","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana, Shoolaghna","Vata, Pitta",Kapha,False,"Analgesic, Digestive","A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.; Analgesic; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shankha-vati.html,1,1,0,0,0,1
Shothari Loha,,,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,Tikta,Ruksha,Ushna,Katu,"Shothahara, Raktavardhak","Pitta, Kapha",Vata,False,"Anti-inflammatory, Blood Purification",An iron-based formulation used specifically for treating swelling (Shotha) and anemia.; Anti-inflammatory; Blood Purification,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shothari-loha.html,0,1,1,1,0,0
Siddha Makardhwaj,,,"A highly potent herbo-mineral formulation with gold, used as a supreme rejuvenator and aphrodisiac.",Madhura,Snigdha,Ushna,Madhura,"rasayan, Vrishya, Hridaya","Vata, Kapha",Pitta,False,"Cardiac, Rejuvenation, Reproductive","A highly potent herbo-mineral formulation with gold, used as a supreme rejuvenator and aphrodisiac.; Cardiac; Rejuvenation; Reproductive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/siddha-makardhwaj.html,1,0,1,0,1,0
Srikhandasava,,,"A fermented tonic with Sandalwood, used to pacify Pitta and treat conditions related to alcoholism.","Tikta, Madhura",Laghu,Sheeta,Madhura,"Dahashamana, Hridaya",Pitta,"Vata, Kapha",False,Cardiac,"A fermented tonic with Sandalwood, used to pacify Pitta and treat conditions related to alcoholism.; Cardiac","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/srikhandasava.html,0,1,0,1,0,1
Sukumara Kashayam,,,"A decoction form of Sukumaram Ghritam, used for gynecological issues, hernia, and digestive health.","Tikta, Madhura",Laghu,Ushna,Madhura,"Vatahara, Yonirogahara","Vata, Pitta",Kapha,False,General Wellness,"A decoction form of Sukumaram Ghritam, used for gynecological issues, hernia, and digestive health.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/sukumara-kashayam.html,1,1,0,0,0,1
Tumburu,,,"Zanthoxylum armatum (Toothache Tree) is a pungent herb used for oral hygiene, digestive issues, and parasites.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Deepana, Krimighna, Shoolaghna","Kapha, Vata",Pitta,False,"Analgesic, Anti-parasitic, Digestive","Analgesic; Anti-parasitic; Digestive; Zanthoxylum armatum (Toothache Tree) is a pungent herb used for oral hygiene, digestive issues, and parasites.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/tumburu.html,1,0,1,0,1,0
Varunadi Kwath,,,"A classical decoction with Varuna, used for urinary calculi, obesity, and other Kapha disorders.","Tikta, Kashaya","Laghu, Ruksha",Ushna,Katu,"Lekhana, Ashmaribhedana",Kapha,"Pitta, Vata",False,Metabolic,"A classical decoction with Varuna, used for urinary calculi, obesity, and other Kapha disorders.; Metabolic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/varunadi-kwath.html,0,0,1,1,1,0
Vidangarishta,,,"A fermented tonic with Vidanga, it is the foremost remedy for all types of intestinal worms and parasites.","Katu, Kashaya","Laghu, Tikshna",Ushna,Katu,"Krimighna, Deepana","Kapha, Vata",Pitta,False,"Anti-parasitic, Digestive","A fermented tonic with Vidanga, it is the foremost remedy for all types of intestinal worms and parasites.; Anti-parasitic; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vidangarishta.html,1,0,1,0,1,0
Vidaryadi Ghrita,,,"A nourishing medicated ghee with Vidari, used for emaciation, debility, and as a general body tonic.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Brimhaniya, Balya","Vata, Pitta",Kapha,False,"Nutritive, Strengthening","A nourishing medicated ghee with Vidari, used for emaciation, debility, and as a general body tonic.; Nutritive; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vidaryadi-ghrita.html,1,1,0,0,0,1
Vidaryadi Kashayam,,,"A decoction of Vidari and other herbs, used as a cardiac tonic and for post-illness recovery.",Madhura,Guru,Sheeta,Madhura,"Hridaya, Balya","Vata, Pitta",Kapha,False,"Cardiac, Strengthening","A decoction of Vidari and other herbs, used as a cardiac tonic and for post-illness recovery.; Cardiac; Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vidaryadi-kashayam.html,1,1,0,0,0,1
Agnitundi Vati,,,"A potent tablet with purified Kupilu (Nux-vomica), used to ignite digestive fire in cases of severe indigestion.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana","Vata, Kapha",Pitta,False,Digestive,"A potent tablet with purified Kupilu (Nux-vomica), used to ignite digestive fire in cases of severe indigestion.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/agnitundi-vati.html,1,0,1,0,1,0
Drakshadi Kashayam,,,"A cooling decoction with Grapes, used for hangovers, fever, and Pitta-related imbalances.",Madhura,Snigdha,Sheeta,Madhura,"Jwaraghna, Dahashamana","Vata, Pitta",Kapha,False,Anti-pyretic,"A cooling decoction with Grapes, used for hangovers, fever, and Pitta-related imbalances.; Anti-pyretic","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/drakshadi-kashayam.html,1,1,0,0,0,1
Rajapravartini Vati,,,A formulation used to induce and regulate menstrual flow in cases of amenorrhea and dysmenorrhea.,"Katu, Tikta",Tikshna,Ushna,Katu,"Yonirogahara, Artavajanana","Kapha, Vata",Pitta,False,General Wellness,A formulation used to induce and regulate menstrual flow in cases of amenorrhea and dysmenorrhea.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/rajapravartini-vati.html,1,0,1,0,1,0
Shringyadi Churna,,,"A classical powder with Karkatashringi, used specifically for cough, cold, and fever in children.","Kashaya, Tikta",Laghu,Ushna,Katu,"Kasahara, Jwaraghna","Vata, Kapha",Pitta,False,"Anti-pyretic, Respiratory","A classical powder with Karkatashringi, used specifically for cough, cold, and fever in children.; Anti-pyretic; Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shringyadi-churna.html,1,0,1,0,1,0
Danti Moola,,,The root of Danti is the primary part used as a strong purgative in Ayurveda.,Katu,"Tikshna, Laghu",Ushna,Katu,Virechana,"Kapha, Vata",Pitta,False,Purgative,Purgative; The root of Danti is the primary part used as a strong purgative in Ayurveda.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/danti-moola.html,1,0,1,0,1,0
Alarka,,,"Calotropis procera is a white-flowered variety of Arka, sharing its potent purgative and skin-healing properties.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Kushtaghna, Virechana","Vata, Kapha",Pitta,False,"Dermatological, Purgative","Calotropis procera is a white-flowered variety of Arka, sharing its potent purgative and skin-healing properties.; Dermatological; Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/alarka.html,1,0,1,0,1,0
Eranda Patra,,,The leaf of the Castor plant is used externally as a poultice to relieve pain and swelling in joints.,"Madhura, Katu",Snigdha,Ushna,Madhura,"Vedanasthapana, Shothahara",Vata,Pitta,False,"Analgesic, Anti-inflammatory",Analgesic; Anti-inflammatory; The leaf of the Castor plant is used externally as a poultice to relieve pain and swelling in joints.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/eranda-patra.html,1,0,0,0,1,0
Gambhari Phala,,,"The fruit of Gambhari is a cooling, nourishing tonic that relieves thirst and burning sensation.","Madhura, Kashaya","Guru, Snigdha",Sheeta,Madhura,"Brimhaniya, Dahashamana","Vata, Pitta",Kapha,False,Nutritive,"Nutritive; The fruit of Gambhari is a cooling, nourishing tonic that relieves thirst and burning sensation.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/gambhari-phala.html,1,1,0,0,0,1
Karpasa Moola,,,The root of the Cotton plant is a nervine tonic used for neurological disorders and to promote uterine contractions.,Madhura,Snigdha,Ushna,Madhura,"Vatahara, Balya",Vata,"Pitta, Kapha",False,Strengthening,Strengthening; The root of the Cotton plant is a nervine tonic used for neurological disorders and to promote uterine contractions.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/karpasa-moola.html,1,0,0,0,1,1
Kusumbha Taila,,,Safflower oil is a heating oil used for its laxative properties and in managing heart conditions.,"Katu, Madhura","Tikshna, Snigdha",Ushna,Katu,"Virechana, Hridaya","Vata, Kapha",Pitta,False,"Cardiac, Purgative",Cardiac; Purgative; Safflower oil is a heating oil used for its laxative properties and in managing heart conditions.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/kusumbha-taila.html,1,0,1,0,1,0
Madhusnuhi rasayana,,,"A rejuvenative formulation with Chopchini, used for chronic skin diseases and as a powerful detoxifier.","Madhura, Tikta","Guru, Snigdha",Ushna,Madhura,"rasayan, Kushtaghna","Kapha, Pitta",Vata,False,"Dermatological, Rejuvenation","A rejuvenative formulation with Chopchini, used for chronic skin diseases and as a powerful detoxifier.; Dermatological; Rejuvenation","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/madhusnuhi-rasayana.html,0,1,1,1,0,0
