name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,therapeutic_uses,category,contraindications,pacify_dosha,aggravate_dosha,tridosha,source_url
Jatyadi Taila,,,"A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.","Tikta, Kashaya",Snigdha,Sheeta,Katu,"Vranaropana, Raktashodhak","A medicated oil with Jasmine (Jati), renowned for its remarkable wound-healing properties, for both internal and external wounds.; Blood Purification",Blood Purification,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/jatyadi-taila.html
Nimbadi Churna,,,"A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.",Tikta,"Laghu, Ruksha",Sheeta,Katu,"Kushtaghna, Raktashodhak","A powder with Neem as the main ingredient, used for purifying the blood and treating skin diseases like eczema and acne.; Blood Purification; Dermatological","Blood Purification, Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/nimbadi-churna.html
Saptala,,,"Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.","Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Keshya, Kushtaghna","Acacia concinna (Shikakai) is a famous natural cleanser for hair, promoting growth and preventing dandruff.; Dermatological",Dermatological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/saptala.html
Suranjana,,,"Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.","Tikta, Katu","Laghu, Tikshna",Ushna,Katu,"Vatahara, Shoolaghna","Analgesic; Colchicum luteum is a specific remedy for gout and rheumatic arthritis, but should be used with caution.",Analgesic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/suranjana.html
Panchavalkala Kwath,,,"A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.",Kashaya,Ruksha,Sheeta,Katu,"Vranaropana, Grahi","A decoction of five astringent barks, used as an antiseptic wash for wounds and skin diseases.; Digestive",Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/panchavalkala-kwath.html
Rasnadi Kwath,,,"A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.",Tikta,Guru,Ushna,Katu,"Vatahara, Shoolaghna","A simple decoction with Rasna as the main herb, used for all types of Vata disorders, especially joint pain.; Analgesic",Analgesic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,Pitta,False,/p/rasnadi-kwath.html
Rasnairandadi Kwath,,,"A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.","Tikta, Madhura",Guru,Ushna,Madhura,"Vatahara, Shoolaghna, Amapachana","A famous formulation with Rasna and Eranda, used for lower back pain, sciatica, and arthritis.; Analgesic",Analgesic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,Pitta,False,/p/rasnairandadi-kwath.html
Shankha Vati,,,"A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.","Lavana, Amla","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana, Shoolaghna","A classical tablet for severe indigestion, acid reflux, and abdominal gas. It is a fast-acting carminative.; Analgesic; Digestive","Analgesic, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/shankha-vati.html
Shothari Loha,,,An iron-based formulation used specifically for treating swelling (Shotha) and anemia.,Tikta,Ruksha,Ushna,Katu,"Shothahara, Raktavardhak",An iron-based formulation used specifically for treating swelling (Shotha) and anemia.; Anti-inflammatory; Blood Purification,"Anti-inflammatory, Blood Purification","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/shothari-loha.html
Siddha Makardhwaj,,,"A highly potent herbo-mineral formulation with gold, used as a supreme rejuvenator and aphrodisiac.",Madhura,Snigdha,Ushna,Madhura,"rasayan, Vrishya, Hridaya","A highly potent herbo-mineral formulation with gold, used as a supreme rejuvenator and aphrodisiac.; Cardiac; Rejuvenation; Reproductive","Cardiac, Rejuvenation, Reproductive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/siddha-makardhwaj.html
Srikhandasava,,,"A fermented tonic with Sandalwood, used to pacify Pitta and treat conditions related to alcoholism.","Tikta, Madhura",Laghu,Sheeta,Madhura,"Dahashamana, Hridaya","A fermented tonic with Sandalwood, used to pacify Pitta and treat conditions related to alcoholism.; Cardiac",Cardiac,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,"Vata, Kapha",False,/p/srikhandasava.html
Sukumara Kashayam,,,"A decoction form of Sukumaram Ghritam, used for gynecological issues, hernia, and digestive health.","Tikta, Madhura",Laghu,Ushna,Madhura,"Vatahara, Yonirogahara","A decoction form of Sukumaram Ghritam, used for gynecological issues, hernia, and digestive health.",General Wellness,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/sukumara-kashayam.html
Tumburu,,,"Zanthoxylum armatum (Toothache Tree) is a pungent herb used for oral hygiene, digestive issues, and parasites.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Deepana, Krimighna, Shoolaghna","Analgesic; Anti-parasitic; Digestive; Zanthoxylum armatum (Toothache Tree) is a pungent herb used for oral hygiene, digestive issues, and parasites.","Analgesic, Anti-parasitic, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/tumburu.html
Varunadi Kwath,,,"A classical decoction with Varuna, used for urinary calculi, obesity, and other Kapha disorders.","Tikta, Kashaya","Laghu, Ruksha",Ushna,Katu,"Lekhana, Ashmaribhedana","A classical decoction with Varuna, used for urinary calculi, obesity, and other Kapha disorders.; Metabolic",Metabolic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Kapha,"Pitta, Vata",False,/p/varunadi-kwath.html
Vidangarishta,,,"A fermented tonic with Vidanga, it is the foremost remedy for all types of intestinal worms and parasites.","Katu, Kashaya","Laghu, Tikshna",Ushna,Katu,"Krimighna, Deepana","A fermented tonic with Vidanga, it is the foremost remedy for all types of intestinal worms and parasites.; Anti-parasitic; Digestive","Anti-parasitic, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/vidangarishta.html
Vidaryadi Ghrita,,,"A nourishing medicated ghee with Vidari, used for emaciation, debility, and as a general body tonic.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Brimhaniya, Balya","A nourishing medicated ghee with Vidari, used for emaciation, debility, and as a general body tonic.; Nutritive; Strengthening","Nutritive, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/vidaryadi-ghrita.html
Vidaryadi Kashayam,,,"A decoction of Vidari and other herbs, used as a cardiac tonic and for post-illness recovery.",Madhura,Guru,Sheeta,Madhura,"Hridaya, Balya","A decoction of Vidari and other herbs, used as a cardiac tonic and for post-illness recovery.; Cardiac; Strengthening","Cardiac, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/vidaryadi-kashayam.html
Agnitundi Vati,,,"A potent tablet with purified Kupilu (Nux-vomica), used to ignite digestive fire in cases of severe indigestion.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana","A potent tablet with purified Kupilu (Nux-vomica), used to ignite digestive fire in cases of severe indigestion.; Digestive",Digestive,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/agnitundi-vati.html
Drakshadi Kashayam,,,"A cooling decoction with Grapes, used for hangovers, fever, and Pitta-related imbalances.",Madhura,Snigdha,Sheeta,Madhura,"Jwaraghna, Dahashamana","A cooling decoction with Grapes, used for hangovers, fever, and Pitta-related imbalances.; Anti-pyretic",Anti-pyretic,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/drakshadi-kashayam.html
Rajapravartini Vati,,,A formulation used to induce and regulate menstrual flow in cases of amenorrhea and dysmenorrhea.,"Katu, Tikta",Tikshna,Ushna,Katu,"Yonirogahara, Artavajanana",A formulation used to induce and regulate menstrual flow in cases of amenorrhea and dysmenorrhea.,General Wellness,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/rajapravartini-vati.html
Shringyadi Churna,,,"A classical powder with Karkatashringi, used specifically for cough, cold, and fever in children.","Kashaya, Tikta",Laghu,Ushna,Katu,"Kasahara, Jwaraghna","A classical powder with Karkatashringi, used specifically for cough, cold, and fever in children.; Anti-pyretic; Respiratory","Anti-pyretic, Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/shringyadi-churna.html
Danti Moola,,,The root of Danti is the primary part used as a strong purgative in Ayurveda.,Katu,"Tikshna, Laghu",Ushna,Katu,Virechana,Purgative; The root of Danti is the primary part used as a strong purgative in Ayurveda.,Purgative,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/danti-moola.html
Alarka,,,"Calotropis procera is a white-flowered variety of Arka, sharing its potent purgative and skin-healing properties.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Kushtaghna, Virechana","Calotropis procera is a white-flowered variety of Arka, sharing its potent purgative and skin-healing properties.; Dermatological; Purgative","Dermatological, Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/alarka.html
Eranda Patra,,,The leaf of the Castor plant is used externally as a poultice to relieve pain and swelling in joints.,"Madhura, Katu",Snigdha,Ushna,Madhura,"Vedanasthapana, Shothahara",Analgesic; Anti-inflammatory; The leaf of the Castor plant is used externally as a poultice to relieve pain and swelling in joints.,"Analgesic, Anti-inflammatory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,Pitta,False,/p/eranda-patra.html
Gambhari Phala,,,"The fruit of Gambhari is a cooling, nourishing tonic that relieves thirst and burning sensation.","Madhura, Kashaya","Guru, Snigdha",Sheeta,Madhura,"Brimhaniya, Dahashamana","Nutritive; The fruit of Gambhari is a cooling, nourishing tonic that relieves thirst and burning sensation.",Nutritive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/gambhari-phala.html
Karpasa Moola,,,The root of the Cotton plant is a nervine tonic used for neurological disorders and to promote uterine contractions.,Madhura,Snigdha,Ushna,Madhura,"Vatahara, Balya",Strengthening; The root of the Cotton plant is a nervine tonic used for neurological disorders and to promote uterine contractions.,Strengthening,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Pitta, Kapha",False,/p/karpasa-moola.html
Kusumbha Taila,,,Safflower oil is a heating oil used for its laxative properties and in managing heart conditions.,"Katu, Madhura","Tikshna, Snigdha",Ushna,Katu,"Virechana, Hridaya",Cardiac; Purgative; Safflower oil is a heating oil used for its laxative properties and in managing heart conditions.,"Cardiac, Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/kusumbha-taila.html
Madhusnuhi rasayana,,,"A rejuvenative formulation with Chopchini, used for chronic skin diseases and as a powerful detoxifier.","Madhura, Tikta","Guru, Snigdha",Ushna,Madhura,"rasayan, Kushtaghna","A rejuvenative formulation with Chopchini, used for chronic skin diseases and as a powerful detoxifier.; Dermatological; Rejuvenation","Dermatological, Rejuvenation","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/madhusnuhi-rasayana.html
Masha Taila,,,"Oil prepared from Black Gram is a potent Vata-pacifying oil used for paralysis, deafness, and nerve weakness.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Vatahara, Balya","Oil prepared from Black Gram is a potent Vata-pacifying oil used for paralysis, deafness, and nerve weakness.; Strengthening",Strengthening,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,"Pitta, Kapha",False,/p/masha-taila.html
Matulunga rasa,,,"The juice of Citron fruit is an excellent appetizer, digestive, and remedy for nausea and vomiting.",Amla,"Laghu, Tikshna",Ushna,Madhura,"Deepana, Hridaya","Cardiac; Digestive; The juice of Citron fruit is an excellent appetizer, digestive, and remedy for nausea and vomiting.","Cardiac, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Vata,Pitta,False,/p/Matulunga-rasa.html
Nimba Beeja,,,Neem seed is a powerful anti-parasitic and is used to extract Neem oil for skin diseases.,Tikta,"Snigdha, Tikshna",Ushna,Katu,"Krimighna, Kushtaghna",Anti-parasitic; Dermatological; Neem seed is a powerful anti-parasitic and is used to extract Neem oil for skin diseases.,"Anti-parasitic, Dermatological","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/nimba-beeja.html
Patola Patra,,,The leaf of Patola is a potent blood purifier and is used to treat skin diseases and fevers.,Tikta,"Laghu, Ruksha",Sheeta,Katu,"Raktashodhak, Kushtaghna",Blood Purification; Dermatological; The leaf of Patola is a potent blood purifier and is used to treat skin diseases and fevers.,"Blood Purification, Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/patola-patra.html
Vajrakapata rasa,,,A herbo-mineral formulation used for malabsorption and chronic diarrhea.,Kashaya,Laghu,Sheeta,Madhura,Grahi,A herbo-mineral formulation used for malabsorption and chronic diarrhea.; Digestive,Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/Vajrakapata-rasa.html
Vyaghri Haritaki,,,"A formulation of Kantakari and Haritaki, used for chronic cough, asthma, and other respiratory ailments.","Katu, Tikta, Kashaya",Laghu,Ushna,Katu,"Kasahara, Shwasahara","A formulation of Kantakari and Haritaki, used for chronic cough, asthma, and other respiratory ailments.; Respiratory",Respiratory,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/vyaghri-haritaki.html
Somaraji Taila,,,"Medicated oil with Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.",Tikta,Tikshna,Ushna,Katu,"Kushtaghna, Varnya","Dermatological; Medicated oil with Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.",Dermatological,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/somaraji-taila.html
Patolamuladi Kwath,,,"A bitter decoction used for a variety of skin diseases, fevers, and liver issues. Excellent Pitta pacifier.",Tikta,Laghu,Sheeta,Katu,"Kushtaghna, Vishaghna","A bitter decoction used for a variety of skin diseases, fevers, and liver issues. Excellent Pitta pacifier.; Anti-toxic; Dermatological","Anti-toxic, Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/patolamuladi-kwath.html
Parpatakarishta,,,"A fermented tonic of Parpataka, used for chronic fevers and associated liver and spleen enlargement.",Tikta,Laghu,Sheeta,Katu,"Jwaraghna, Yakrituttejaka","A fermented tonic of Parpataka, used for chronic fevers and associated liver and spleen enlargement.; Anti-pyretic; Hepatoprotective","Anti-pyretic, Hepatoprotective","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/parpatakarishta.html
Kusumbha,,,"Safflower seeds and oil are used for their laxative properties and in managing heart conditions, but are very heating.","Katu, Madhura","Guru, Tikshna",Ushna,Katu,"Virechana, Hridaya","Cardiac; Purgative; Safflower seeds and oil are used for their laxative properties and in managing heart conditions, but are very heating.","Cardiac, Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/kusumbha.html
Akhuparni,,,"Ipomoea reniformis is a diuretic and anti-inflammatory herb, used in traditional medicine for urinary disorders.",Tikta,Laghu,Sheeta,Katu,"Mutrala, Shothahara","Anti-inflammatory; Ipomoea reniformis is a diuretic and anti-inflammatory herb, used in traditional medicine for urinary disorders.; Urinary","Anti-inflammatory, Urinary","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/akhuparni.html
Amalaka rasayana,,,"A specific rejuvenative preparation of Amla, used to enhance vitality and promote longevity.","Amla, Madhura",Snigdha,Sheeta,Madhura,"rasayan, Chakshushya","A specific rejuvenative preparation of Amla, used to enhance vitality and promote longevity.; Ophthalmological; Rejuvenation","Ophthalmological, Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; Consult an Ayurvedic practitioner before use during pregnancy or lactation",tridosha,,True,/p/amalaka-rasayana.html
Amrita Ghrita,,,"Medicated ghee of Giloy, used as a potent rejuvenator, immunomodulator, and for treating chronic fevers.","Tikta, Madhura","Snigdha, Guru",Sheeta,Madhura,"rasayan, Jwaraghna","Anti-pyretic; Medicated ghee of Giloy, used as a potent rejuvenator, immunomodulator, and for treating chronic fevers.; Rejuvenation","Anti-pyretic, Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; Consult an Ayurvedic practitioner before use during pregnancy or lactation",tridosha,,True,/p/amrita-ghrita.html
Aragvadhadi Kwath,,,"A decoction led by Aragwadha, used for skin diseases, vomiting, and as a mild laxative.",Tikta,Laghu,Sheeta,Katu,"Kushtaghna, Virechana","A decoction led by Aragwadha, used for skin diseases, vomiting, and as a mild laxative.; Dermatological; Purgative","Dermatological, Purgative","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/aragvadhadi-kwath.html
Ardraka Svarasa,,,"Fresh Ginger juice is a powerful appetizer and carminative, used for loss of appetite, nausea, and colds.",Katu,"Laghu, Tikshna",Ushna,Madhura,"Deepana, Pachana","Digestive; Fresh Ginger juice is a powerful appetizer and carminative, used for loss of appetite, nausea, and colds.",Digestive,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/ardraka-Svarasa.html
Asanadi Kwath,,,"A decoction with Asana as the main herb, used for managing diabetes and related complications.","Kashaya, Tikta","Laghu, Ruksha",Sheeta,Katu,"Pramehaghna, Kushtaghna","A decoction with Asana as the main herb, used for managing diabetes and related complications.; Dermatological",Dermatological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/asanadi-kwath.html
Ashoka Ghrita,,,"Medicated ghee of Ashoka, used as a uterine tonic to treat gynecological disorders and menorrhagia.","Kashaya, Tikta","Snigdha, Guru",Sheeta,Katu,"Yonirogahara, Raktastambhana","Medicated ghee of Ashoka, used as a uterine tonic to treat gynecological disorders and menorrhagia.",General Wellness,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,"Vata, Kapha",False,/p/ashoka-ghrita.html
Ajamoda Arka,,,"A distilled water extract of Ajamoda, used for improving digestion, relieving gas, and abdominal pain.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana, Shoolaghna","A distilled water extract of Ajamoda, used for improving digestion, relieving gas, and abdominal pain.; Analgesic; Digestive","Analgesic, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/ajamoda-arka.html
Arjuna Twak,,,"The bark of the Arjuna tree is the primary part used, renowned as the best Ayurvedic cardiotonic.",Kashaya,"Laghu, Ruksha",Sheeta,Katu,"Hridaya, Raktastambhana","Cardiac; The bark of the Arjuna tree is the primary part used, renowned as the best Ayurvedic cardiotonic.",Cardiac,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/arjuna-twak.html
Bakuchi Taila,,,"Medicated oil of Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.",Tikta,"Snigdha, Tikshna",Ushna,Katu,"Kushtaghna, Varnya","Dermatological; Medicated oil of Bakuchi, used externally for leucoderma (vitiligo) and other chronic skin diseases.",Dermatological,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/bakuchi-taila.html
Caturjata Churna,,,"A formulation of four aromatic herbs (Cinnamon, Cardamom, Bay Leaf, Nagakesara) used as a digestive and stimulant.","Katu, Madhura","Laghu, Tikshna",Ushna,Katu,"Deepana, Pachana","A formulation of four aromatic herbs (Cinnamon, Cardamom, Bay Leaf, Nagakesara) used as a digestive and stimulant.; Digestive",Digestive,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/caturjata-churna.html
Dhatri Loha,,,"A herbo-mineral formulation with Amla (Dhatri) and Iron (Loha), used for anemia, jaundice, and hyperacidity.","Amla, Madhura",Laghu,Sheeta,Madhura,"Raktavardhak, Amlapittahara","A herbo-mineral formulation with Amla (Dhatri) and Iron (Loha), used for anemia, jaundice, and hyperacidity.; Blood Purification",Blood Purification,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,Vata,False,/p/dhatri-loha.html
Drakshavaleha,,,"A jam-like preparation of Grapes, used to treat anemia, jaundice, and as a nourishing tonic.","Madhura, Amla","Guru, Snigdha",Sheeta,Madhura,"Raktavardhak, Balya","A jam-like preparation of Grapes, used to treat anemia, jaundice, and as a nourishing tonic.; Blood Purification; Strengthening","Blood Purification, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/drakshavaleha.html
